                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.6923,                 3.4573,                  1.652,                0.51343,                0.44515,                0.44918,                0.22233,                 1.9352,                 2.7061,                 1.2185,                0.00012,                0.00012,                0.00012
